timestamp,can_id,data
"2025-08-27T13-59-21.172+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.179+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.186+05:30","0x3C2","0x7F 0xFF 0xFF 0xFB 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-21.193+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.200+05:30","0x22F","0x00 0x00 0x04"
"2025-08-27T13-59-21.207+05:30","0x163","0x0C 0x6B 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.215+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.221+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.229+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.236+05:30","0x161","0x0C 0x64 0x0C 0x64 0x00 0x47 0x00 0x00"
"2025-08-27T13-59-21.243+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.250+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.257+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.264+05:30","0x18F","0x00 0xFF 0xF8 0x00 0x00 0x00 0x1F 0x00"
"2025-08-27T13-59-21.271+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.278+05:30","0x22F","0x00 0x00 0x04"
"2025-08-27T13-59-21.285+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.292+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.299+05:30","0x39D","0x5A 0x0C 0xAE 0x00"
"2025-08-27T13-59-21.316+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.327+05:30","0x26","0x4E 0x20 0x0C 0x74 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.339+05:30","0x39D","0x5B 0x0D 0xAE 0x00"
"2025-08-27T13-59-21.351+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.361+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.368+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.377+05:30","0x43","0x00 0x01 0xFD 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.385+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.391+05:30","0x32","0x01 0x00 0x00 0x00 0x82 0x00 0x74 0x0C"
"2025-08-27T13-59-21.399+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.405+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.412+05:30","0x26","0x4E 0x20 0x0C 0x74 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.419+05:30","0xA2","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.431+05:30","0x26","0x4E 0x20 0x0C 0x74 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.438+05:30","0x43","0x00 0x01 0xFD 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.445+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.452+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.459+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.466+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.472+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.479+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.486+05:30","0x161","0x0C 0x6B 0x0C 0x6B 0x00 0x4F 0x00 0x00"
"2025-08-27T13-59-21.493+05:30","0x23","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.500+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.507+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.514+05:30","0x26","0x4E 0x20 0x0C 0x74 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.521+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.528+05:30","0x49","0x02 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.535+05:30","0x22F","0x00 0x00 0x04"
"2025-08-27T13-59-21.541+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.549+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.555+05:30","0x42","0x00 0x10 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.562+05:30","0x5BD","0xD5 0x40 0x01 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.569+05:30","0x22F","0x00 0x00 0x04"
"2025-08-27T13-59-21.576+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.583+05:30","0x23","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.590+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.597+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.608+05:30","0x3C2","0x7F 0xFF 0xFF 0xFD 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-21.621+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.635+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.647+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.660+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.672+05:30","0x161","0x0C 0x6B 0x0C 0x6B 0x00 0x4F 0x00 0x00"
"2025-08-27T13-59-21.686+05:30","0x18F","0x00 0xFF 0xF8 0x00 0x00 0x00 0x1F 0x00"
"2025-08-27T13-59-21.710+05:30","0x3C2","0x7F 0xFF 0xFF 0xF9 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-21.744+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-21.777+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.824+05:30","0x314","0x00 0x01 0x68 0x01 0xC2 0x00 0x00 0x00"
"2025-08-27T13-59-21.919+05:30","0x32","0x01 0x00 0x00 0x00 0x82 0x00 0x75 0x0C"
"2025-08-27T13-59-21.950+05:30","0x22F","0x00 0x00 0x04"
"2025-08-27T13-59-21.968+05:30","0x161","0x0C 0x64 0x0C 0x64 0x00 0x4F 0x00 0x00"
"2025-08-27T13-59-21.977+05:30","0x3C2","0x7F 0xFF 0xFF 0xFA 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-21.987+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-21.995+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-22.001+05:30","0x163","0x0C 0x6B 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.009+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-22.016+05:30","0x26","0x4E 0x20 0x0C 0x75 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.023+05:30","0x163","0x0C 0x6B 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.029+05:30","0x3C2","0x7F 0xFF 0xFF 0xD3 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-22.036+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.044+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-22.051+05:30","0x111","0x00 0x00 0x00 0x00 0x02 0x00 0x00 0x00"
"2025-08-27T13-59-22.058+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.065+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-22.072+05:30","0x161","0x0C 0x64 0x0C 0x64 0x00 0x4F 0x00 0x00"
"2025-08-27T13-59-22.079+05:30","0x39D","0x5A 0x0C 0xAE 0x00"
"2025-08-27T13-59-22.086+05:30","0x22F","0x00 0x00 0x04"
"2025-08-27T13-59-22.093+05:30","0x161","0x0C 0x64 0x0C 0x64 0x00 0x4F 0x00 0x00"
"2025-08-27T13-59-22.100+05:30","0x21","0x00 0x00 0x00 0x00 0x81 0xE2 0x00 0x00"
"2025-08-27T13-59-22.107+05:30","0x240","0x02 0x00 0x7D 0x01 0x4A 0x00 0x82 0x26"
"2025-08-27T13-59-22.115+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-22.122+05:30","0x18F","0x00 0xFF 0xF8 0x00 0x00 0x00 0x1F 0x00"
"2025-08-27T13-59-22.129+05:30","0x3C2","0x7F 0xFF 0xFF 0xFE 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-22.136+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-22.143+05:30","0x26","0x4E 0x20 0x0C 0x75 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.150+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-22.157+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.164+05:30","0x163","0x0C 0x6B 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.179+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-22.191+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.204+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-22.227+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-22.235+05:30","0x3C2","0x7F 0xFF 0xFF 0xFC 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-22.247+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-22.264+05:30","0x26","0x4E 0x20 0x0C 0x75 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.276+05:30","0x163","0x0C 0x73 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.287+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-22.302+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-22.313+05:30","0x23","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.324+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.340+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-22.351+05:30","0x49","0x0A 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.361+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.376+05:30","0x22F","0x00 0x00 0x04"
"2025-08-27T13-59-22.387+05:30","0x161","0x0C 0x64 0x0C 0x64 0x00 0x4F 0x00 0x00"
"2025-08-27T13-59-22.404+05:30","0x21","0x00 0x00 0x00 0x00 0x81 0xE2 0x00 0x00"
"2025-08-27T13-59-22.415+05:30","0x240","0x02 0x00 0x7D 0x01 0x4A 0x00 0x82 0x28"
"2025-08-27T13-59-22.430+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x01"
"2025-08-27T13-59-22.442+05:30","0x18F","0x00 0xFF 0xF8 0x00 0x00 0x00 0x1F 0x00"
"2025-08-27T13-59-22.453+05:30","0x3C2","0x7F 0xFF 0xFF 0xFC 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-22.467+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.479+05:30","0x26","0x4E 0x20 0x0C 0x75 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.496+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.507+05:30","0x22F","0x00 0x00 0x04"
"2025-08-27T13-59-22.524+05:30","0x163","0x0C 0x73 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.539+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.550+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.564+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.575+05:30","0x43","0x00 0x01 0xFD 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.587+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.600+05:30","0x21","0x00 0x00 0x00 0x00 0x81 0xE2 0x00 0x00"
"2025-08-27T13-59-22.618+05:30","0x161","0x0C 0x64 0x0C 0x64 0x00 0x4F 0x00 0x00"
"2025-08-27T13-59-22.633+05:30","0x33D","0x00 0x00 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF"
"2025-08-27T13-59-22.644+05:30","0x3C2","0x7F 0xFF 0xFF 0xFC 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-22.660+05:30","0x161","0x0C 0x64 0x0C 0x64 0x00 0x4F 0x00 0x00"
"2025-08-27T13-59-22.671+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.684+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.696+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.711+05:30","0x3C2","0x7F 0xFF 0xFF 0xFD 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-22.722+05:30","0x160","0x40 0x00 0x00 0x00 0x00 0x00 0x96 0x2A"
"2025-08-27T13-59-22.736+05:30","0x63B","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.751+05:30","0x163","0x0C 0x73 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.763+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.779+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.789+05:30","0xA2","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.804+05:30","0x43","0x00 0x01 0xFD 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.811+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.818+05:30","0x111","0x08 0x00 0x00 0x00 0x22 0x00 0x00 0x00"
"2025-08-27T13-59-22.825+05:30","0x161","0x0C 0x6B 0x0C 0x6B 0x00 0x4F 0x00 0x00"
"2025-08-27T13-59-22.832+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.840+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.847+05:30","0x161","0x0C 0x6B 0x0C 0x6B 0x00 0x4F 0x00 0x00"
"2025-08-27T13-59-22.854+05:30","0x23","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.861+05:30","0x26","0x4E 0x20 0x0C 0x74 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.868+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.876+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.883+05:30","0x49","0x00 0x60 0x00 0x01 0xFF 0x03 0xFF 0x7F"
"2025-08-27T13-59-22.890+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.897+05:30","0x22F","0x00 0x00 0x04"
"2025-08-27T13-59-22.904+05:30","0x161","0x0C 0x6B 0x0C 0x6B 0x00 0x4F 0x00 0x00"
"2025-08-27T13-59-22.911+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.919+05:30","0x3C2","0x7F 0xFF 0xFF 0x9F 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-22.926+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.933+05:30","0x3C2","0x7F 0xFF 0xFF 0x86 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-22.940+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.948+05:30","0x21","0x00 0x00 0x00 0x00 0x81 0xE2 0x00 0x00"
"2025-08-27T13-59-22.955+05:30","0x163","0x0C 0x73 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.963+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.970+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.982+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-22.989+05:30","0x43","0x00 0x01 0xFD 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-22.997+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.004+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-23.011+05:30","0x161","0x0C 0x6B 0x0C 0x6B 0x0C 0x73 0x00 0x00"
"2025-08-27T13-59-23.018+05:30","0x39D","0x5A 0x0C 0xAE 0x00"
"2025-08-27T13-59-23.025+05:30","0x3C2","0x7F 0xFF 0xFF 0xFB 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-23.032+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.040+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-23.047+05:30","0x161","0x0C 0x6B 0x0C 0x6B 0x0C 0x73 0x00 0x00"
"2025-08-27T13-59-23.054+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.060+05:30","0x26","0x4E 0x20 0x0C 0x74 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.068+05:30","0x161","0x0C 0x6B 0x0C 0x6B 0x0C 0x73 0x00 0x00"
"2025-08-27T13-59-23.075+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-23.081+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-23.089+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-23.096+05:30","0x163","0x0C 0x73 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.103+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-23.110+05:30","0x26","0x4E 0x20 0x0C 0x74 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.117+05:30","0x163","0x0C 0x73 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.124+05:30","0x3C2","0x7F 0xFF 0xFF 0xF9 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-23.131+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.139+05:30","0x163","0x0C 0x73 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.145+05:30","0x111","0x08 0x00 0x00 0x00 0x22 0x00 0x00 0x00"
"2025-08-27T13-59-23.152+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.160+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-23.167+05:30","0x161","0x0C 0x6B 0x0C 0x6B 0x0C 0x73 0x00 0x00"
"2025-08-27T13-59-23.173+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.180+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-23.187+05:30","0x161","0x0C 0x6B 0x0C 0x6B 0x0C 0x73 0x00 0x00"
"2025-08-27T13-59-23.195+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-23.202+05:30","0x240","0x02 0x00 0x7D 0x01 0x4A 0x00 0x82 0x2E"
"2025-08-27T13-59-23.209+05:30","0x161","0x0C 0x6B 0x0C 0x6B 0x0C 0x73 0x00 0x00"
"2025-08-27T13-59-23.216+05:30","0x3C2","0x7F 0xFF 0xFF 0xF5 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-23.223+05:30","0x161","0x0C 0x6B 0x0C 0x6B 0x0C 0x73 0x00 0x00"
"2025-08-27T13-59-23.229+05:30","0x18F","0x00 0xFF 0xF8 0x00 0x00 0x00 0x1F 0x00"
"2025-08-27T13-59-23.236+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-23.244+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-23.251+05:30","0x163","0x0C 0x73 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.257+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-23.264+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.271+05:30","0x163","0x0C 0x73 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.279+05:30","0x43","0x00 0x01 0xFD 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.285+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.292+05:30","0x26","0x4E 0x20 0x0C 0x74 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.300+05:30","0x161","0x0C 0x6B 0x0C 0x6B 0x0C 0x73 0x00 0x00"
"2025-08-27T13-59-23.307+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-23.313+05:30","0x3C2","0x7F 0xFF 0xFF 0xFA 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-23.321+05:30","0x161","0x0C 0x6B 0x0C 0x6B 0x0C 0x73 0x00 0x00"
"2025-08-27T13-59-23.328+05:30","0x26","0x4E 0x20 0x0C 0x74 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.335+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-23.342+05:30","0x32","0x00 0x00 0x02 0xF8 0x0C 0xFA 0x0C 0x1D"
"2025-08-27T13-59-23.349+05:30","0x163","0x0C 0x73 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.356+05:30","0x18DE1E00","0x48 0x56 0x41 0x50 0x45 0x4C 0x46 0x21"
"2025-08-27T13-59-23.363+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.371+05:30","0x163","0x0C 0x73 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.380+05:30","0x23","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.388+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.395+05:30","0x21","0x00 0x00 0x00 0x00 0x81 0xE2 0x00 0x00"
"2025-08-27T13-59-23.402+05:30","0x161","0x0C 0x6B 0x0C 0x6B 0x0C 0x73 0x00 0x00"
"2025-08-27T13-59-23.409+05:30","0x162","0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.416+05:30","0x3C2","0x7F 0xFF 0xFF 0xF8 0xC8 0xCA 0xB5 0x16"
"2025-08-27T13-59-23.424+05:30","0x161","0x0C 0x6B 0x0C 0x6B 0x0C 0x73 0x00 0x00"
"2025-08-27T13-59-23.431+05:30","0x49","0x0D 0x00 0x00 0x00 0x00 0x00 0x00 0x00"
"2025-08-27T13-59-23.439+05:30","0x3C2","0x7F 0xFF 0xFF 0xFB 0xC8 0xCA 0xB5 0x16"
